,name,numberOfDims,cpuCompatability,frequency,EccCompatability,wattage(watts),ModelNumber,memory_type,dim_slot_type
5865,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,5865,ddr4,DIMM
5866,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,5866,ddr4,DIMM
5867,Patriot Signature 1 GB,2,intel,6,False,6.14,5867,ddr5,DIMM
5868,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,5868,ddr5,DIMM
5869,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,5869,ddr4,DIMM
5870,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,5870,ddr5,DIMM
5871,G.Skill Aegis 4 GB,2,intel,15,False,6.14,5871,ddr5,DIMM
5872,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,5872,ddr5,DIMM
5873,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,5873,ddr4,DIMM
5874,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,5874,ddr5,DIMM
5875,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,5875,ddr5,DIMM
5876,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,5876,ddr5,DIMM
5877,Crucial Ballistix 16 GB,2,intel,15,False,3.06,5877,ddr4,DIMM
5878,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,5878,ddr5,DIMM
5879,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,5879,ddr4,DIMM
5880,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,5880,ddr4,DIMM
5881,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,5881,ddr5,DIMM
5882,Team Elite 8 GB,4,amd,22,True,3.06,5882,ddr4,DIMM
5883,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5883,ddr4,DIMM
5884,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,5884,ddr5,DIMM
5885,Crucial Ballistix 32 GB,2,intel,16,False,6.14,5885,ddr5,DIMM
5886,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,5886,ddr5,DIMM
5887,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,5887,ddr4,DIMM
5888,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,5888,ddr5,DIMM
5889,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,5889,ddr5,DIMM
5890,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,5890,ddr5,DIMM
5891,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,5891,ddr4,DIMM
5892,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,5892,ddr5,DIMM
5893,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,5893,ddr5,DIMM
5894,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,5894,ddr4,DIMM
5895,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,5895,ddr4,DIMM
5896,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,5896,ddr4,DIMM
5897,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5897,ddr4,DIMM
5898,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,5898,ddr4,DIMM
5899,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,5899,ddr5,DIMM
5900,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,5900,ddr4,DIMM
5901,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,5901,ddr4,DIMM
5902,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5902,ddr4,DIMM
5903,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,5903,ddr4,DIMM
5904,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,5904,ddr5,DIMM
5905,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5905,ddr4,DIMM
5906,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,5906,ddr4,DIMM
5907,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,5907,ddr5,DIMM
5908,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,5908,ddr5,DIMM
5909,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,5909,ddr4,DIMM
5910,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,5910,ddr5,DIMM
5911,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,5911,ddr4,DIMM
5912,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,5912,ddr5,DIMM
5913,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,5913,ddr4,DIMM
5914,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,5914,ddr4,DIMM
5915,Crucial Ballistix 32 GB,2,intel,16,False,6.14,5915,ddr5,DIMM
5916,G.Skill Aegis 16 GB,2,intel,16,False,3.06,5916,ddr4,DIMM
5917,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,5917,ddr4,DIMM
5918,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,5918,ddr5,DIMM
5919,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,5919,ddr5,DIMM
5920,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,5920,ddr4,DIMM
5921,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,5921,ddr4,DIMM
5922,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,5922,ddr5,DIMM
5923,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,5923,ddr4,DIMM
5924,G.Skill Aegis 8 GB,2,intel,16,False,3.06,5924,ddr4,DIMM
5925,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,5925,ddr4,DIMM
5926,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,5926,ddr5,DIMM
5927,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,5927,ddr5,DIMM
5928,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5928,ddr4,DIMM
5929,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,5929,ddr4,DIMM
5930,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,5930,ddr4,DIMM
5931,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,5931,ddr4,DIMM
5932,Crucial Ballistix 32 GB,2,intel,16,False,6.14,5932,ddr5,DIMM
5933,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,5933,ddr4,DIMM
5934,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5934,ddr4,DIMM
5935,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,5935,ddr4,DIMM
5936,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,5936,ddr5,DIMM
5937,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,5937,ddr4,DIMM
5938,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,5938,ddr4,DIMM
5939,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,5939,ddr5,DIMM
5940,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,5940,ddr4,DIMM
5941,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,5941,ddr4,DIMM
5942,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,5942,ddr4,DIMM
5943,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,5943,ddr4,DIMM
5944,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,5944,ddr4,DIMM
5945,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,5945,ddr5,DIMM
5946,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,5946,ddr5,DIMM
5947,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,5947,ddr4,DIMM
5948,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,5948,ddr4,DIMM
5949,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,5949,ddr4,DIMM
5950,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,5950,ddr4,DIMM
5951,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,5951,ddr5,DIMM
5952,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,5952,ddr5,DIMM
5953,Corsair Vengeance 16 GB,2,intel,9,False,3.06,5953,ddr4,DIMM
5954,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,5954,ddr4,DIMM
5955,G.Skill Trident Z Royal 128 GB,4,amd,18,True,6.14,5955,ddr5,DIMM
5956,G.Skill Trident Z RGB 32 GB,2,intel,16,False,3.06,5956,ddr4,DIMM
5957,Silicon Power SP016GXLZU320BDAJ5 16 GB,2,intel,16,False,3.06,5957,ddr4,DIMM
5958,Corsair Vengeance LPX 8 GB,2,intel,16,False,3.06,5958,ddr4,DIMM
5959,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,5959,ddr4,DIMM
5960,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,5960,ddr4,DIMM
5961,Crucial Ballistix 64 GB,2,intel,16,False,6.14,5961,ddr5,DIMM
5962,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,5962,ddr4,DIMM
5963,Team T-Force Delta RGB 32 GB,2,intel,16,False,6.14,5963,ddr5,DIMM
5964,Corsair Dominator Platinum RGB 32 GB,4,amd,18,True,3.06,5964,ddr4,DIMM
5965,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,5965,ddr4,DIMM
5966,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,5966,ddr4,DIMM
5967,Patriot Signature 1 GB,2,intel,6,False,6.14,5967,ddr5,DIMM
5968,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,5968,ddr5,DIMM
5969,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,5969,ddr4,DIMM
5970,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,5970,ddr5,DIMM
5971,G.Skill Aegis 4 GB,2,intel,15,False,6.14,5971,ddr5,DIMM
5972,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,5972,ddr5,DIMM
5973,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,5973,ddr4,DIMM
5974,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,5974,ddr5,DIMM
5975,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,5975,ddr5,DIMM
5976,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,5976,ddr5,DIMM
5977,Crucial Ballistix 16 GB,2,intel,15,False,3.06,5977,ddr4,DIMM
5978,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,5978,ddr5,DIMM
5979,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,5979,ddr4,DIMM
5980,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,5980,ddr4,DIMM
5981,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,5981,ddr5,DIMM
5982,Team Elite 8 GB,4,amd,22,True,3.06,5982,ddr4,DIMM
5983,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5983,ddr4,DIMM
5984,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,5984,ddr5,DIMM
5985,Crucial Ballistix 32 GB,2,intel,16,False,6.14,5985,ddr5,DIMM
5986,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,5986,ddr5,DIMM
5987,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,5987,ddr4,DIMM
5988,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,5988,ddr5,DIMM
5989,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,5989,ddr5,DIMM
5990,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,5990,ddr5,DIMM
5991,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,5991,ddr4,DIMM
5992,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,5992,ddr5,DIMM
5993,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,5993,ddr5,DIMM
5994,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,5994,ddr4,DIMM
5995,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,5995,ddr4,DIMM
5996,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,5996,ddr4,DIMM
5997,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5997,ddr4,DIMM
5998,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,5998,ddr4,DIMM
5999,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,5999,ddr5,DIMM
6000,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,6000,ddr4,DIMM
6001,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,6001,ddr4,DIMM
6002,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6002,ddr4,DIMM
6003,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,6003,ddr4,DIMM
6004,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,6004,ddr5,DIMM
6005,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6005,ddr4,DIMM
6006,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,6006,ddr4,DIMM
6007,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,6007,ddr5,DIMM
6008,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,6008,ddr5,DIMM
6009,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,6009,ddr4,DIMM
6010,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,6010,ddr5,DIMM
6011,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,6011,ddr4,DIMM
6012,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,6012,ddr5,DIMM
6013,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,6013,ddr4,DIMM
6014,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,6014,ddr4,DIMM
6015,Crucial Ballistix 32 GB,2,intel,16,False,6.14,6015,ddr5,DIMM
6016,G.Skill Aegis 16 GB,2,intel,16,False,3.06,6016,ddr4,DIMM
6017,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,6017,ddr4,DIMM
6018,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,6018,ddr5,DIMM
6019,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,6019,ddr5,DIMM
6020,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,6020,ddr4,DIMM
6021,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,6021,ddr4,DIMM
6022,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,6022,ddr5,DIMM
6023,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,6023,ddr4,DIMM
6024,G.Skill Aegis 8 GB,2,intel,16,False,3.06,6024,ddr4,DIMM
6025,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,6025,ddr4,DIMM
6026,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,6026,ddr5,DIMM
6027,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,6027,ddr5,DIMM
6028,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6028,ddr4,DIMM
6029,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,6029,ddr4,DIMM
6030,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,6030,ddr4,DIMM
6031,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,6031,ddr4,DIMM
6032,Crucial Ballistix 32 GB,2,intel,16,False,6.14,6032,ddr5,DIMM
6033,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,6033,ddr4,DIMM
6034,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6034,ddr4,DIMM
6035,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,6035,ddr4,DIMM
6036,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,6036,ddr5,DIMM
6037,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,6037,ddr4,DIMM
6038,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,6038,ddr4,DIMM
6039,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,6039,ddr5,DIMM
6040,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,6040,ddr4,DIMM
6041,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,6041,ddr4,DIMM
6042,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,6042,ddr4,DIMM
6043,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,6043,ddr4,DIMM
6044,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,6044,ddr4,DIMM
6045,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,6045,ddr5,DIMM
6046,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,6046,ddr5,DIMM
6047,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,6047,ddr4,DIMM
6048,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,6048,ddr4,DIMM
6049,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,6049,ddr4,DIMM
6050,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,6050,ddr4,DIMM
6051,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,6051,ddr5,DIMM
6052,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,6052,ddr5,DIMM
6053,Corsair Vengeance 16 GB,2,intel,9,False,3.06,6053,ddr4,DIMM
6054,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,6054,ddr4,DIMM
6055,G.Skill Trident Z Royal 128 GB,4,amd,18,True,6.14,6055,ddr5,DIMM
6056,G.Skill Trident Z RGB 32 GB,2,intel,16,False,3.06,6056,ddr4,DIMM
6057,Silicon Power SP016GXLZU320BDAJ5 16 GB,2,intel,16,False,3.06,6057,ddr4,DIMM
6058,Corsair Vengeance LPX 8 GB,2,intel,16,False,3.06,6058,ddr4,DIMM
6059,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,6059,ddr4,DIMM
6060,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,6060,ddr4,DIMM
6061,Crucial Ballistix 64 GB,2,intel,16,False,6.14,6061,ddr5,DIMM
6062,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,6062,ddr4,DIMM
6063,Team T-Force Delta RGB 32 GB,2,intel,16,False,6.14,6063,ddr5,DIMM
6064,Corsair Dominator Platinum RGB 32 GB,4,amd,18,True,3.06,6064,ddr4,DIMM
6065,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,6065,ddr4,DIMM
6066,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,6066,ddr4,DIMM
6067,Patriot Signature 1 GB,2,intel,6,False,6.14,6067,ddr5,DIMM
6068,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,6068,ddr5,DIMM
6069,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,6069,ddr4,DIMM
6070,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,6070,ddr5,DIMM
6071,G.Skill Aegis 4 GB,2,intel,15,False,6.14,6071,ddr5,DIMM
6072,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,6072,ddr5,DIMM
6073,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,6073,ddr4,DIMM
6074,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,6074,ddr5,DIMM
6075,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,6075,ddr5,DIMM
6076,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,6076,ddr5,DIMM
6077,Crucial Ballistix 16 GB,2,intel,15,False,3.06,6077,ddr4,DIMM
6078,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,6078,ddr5,DIMM
6079,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,6079,ddr4,DIMM
6080,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,6080,ddr4,DIMM
6081,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,6081,ddr5,DIMM
6082,Team Elite 8 GB,4,amd,22,True,3.06,6082,ddr4,DIMM
6083,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6083,ddr4,DIMM
6084,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,6084,ddr5,DIMM
6085,Crucial Ballistix 32 GB,2,intel,16,False,6.14,6085,ddr5,DIMM
6086,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,6086,ddr5,DIMM
6087,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,6087,ddr4,DIMM
6088,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,6088,ddr5,DIMM
6089,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,6089,ddr5,DIMM
6090,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,6090,ddr5,DIMM
6091,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,6091,ddr4,DIMM
6092,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,6092,ddr5,DIMM
6093,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,6093,ddr5,DIMM
6094,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,6094,ddr4,DIMM
6095,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,6095,ddr4,DIMM
6096,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,6096,ddr4,DIMM
6097,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6097,ddr4,DIMM
6098,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,6098,ddr4,DIMM
6099,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,6099,ddr5,DIMM
6100,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,6100,ddr4,DIMM
6101,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,6101,ddr4,DIMM
6102,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6102,ddr4,DIMM
6103,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,6103,ddr4,DIMM
6104,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,6104,ddr5,DIMM
6105,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6105,ddr4,DIMM
6106,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,6106,ddr4,DIMM
6107,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,6107,ddr5,DIMM
6108,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,6108,ddr5,DIMM
6109,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,6109,ddr4,DIMM
6110,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,6110,ddr5,DIMM
6111,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,6111,ddr4,DIMM
6112,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,6112,ddr5,DIMM
6113,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,6113,ddr4,DIMM
6114,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,6114,ddr4,DIMM
6115,Crucial Ballistix 32 GB,2,intel,16,False,6.14,6115,ddr5,DIMM
6116,G.Skill Aegis 16 GB,2,intel,16,False,3.06,6116,ddr4,DIMM
6117,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,6117,ddr4,DIMM
6118,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,6118,ddr5,DIMM
6119,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,6119,ddr5,DIMM
6120,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,6120,ddr4,DIMM
6121,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,6121,ddr4,DIMM
6122,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,6122,ddr5,DIMM
6123,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,6123,ddr4,DIMM
6124,G.Skill Aegis 8 GB,2,intel,16,False,3.06,6124,ddr4,DIMM
6125,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,6125,ddr4,DIMM
6126,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,6126,ddr5,DIMM
6127,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,6127,ddr5,DIMM
6128,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6128,ddr4,DIMM
6129,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,6129,ddr4,DIMM
6130,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,6130,ddr4,DIMM
6131,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,6131,ddr4,DIMM
6132,Crucial Ballistix 32 GB,2,intel,16,False,6.14,6132,ddr5,DIMM
6133,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,6133,ddr4,DIMM
6134,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6134,ddr4,DIMM
6135,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,6135,ddr4,DIMM
6136,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,6136,ddr5,DIMM
6137,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,6137,ddr4,DIMM
6138,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,6138,ddr4,DIMM
6139,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,6139,ddr5,DIMM
6140,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,6140,ddr4,DIMM
6141,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,6141,ddr4,DIMM
6142,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,6142,ddr4,DIMM
6143,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,6143,ddr4,DIMM
6144,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,6144,ddr4,DIMM
6145,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,6145,ddr5,DIMM
6146,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,6146,ddr5,DIMM
6147,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,6147,ddr4,DIMM
6148,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,6148,ddr4,DIMM
6149,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,6149,ddr4,DIMM
6150,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,6150,ddr4,DIMM
6151,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,6151,ddr5,DIMM
6152,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,6152,ddr5,DIMM
6153,Corsair Vengeance 16 GB,2,intel,9,False,3.06,6153,ddr4,DIMM
6154,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,6154,ddr4,DIMM
6155,G.Skill Trident Z Royal 128 GB,4,amd,18,True,6.14,6155,ddr5,DIMM
6156,G.Skill Trident Z RGB 32 GB,2,intel,16,False,3.06,6156,ddr4,DIMM
6157,Silicon Power SP016GXLZU320BDAJ5 16 GB,2,intel,16,False,3.06,6157,ddr4,DIMM
