,name,ModelNumber,ecc_Compatability,wattage,dimm_slot,memory_type,pci_express_slot_type,quantity
2710,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,2,4,2,3
2711,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,1,3,3,1
2712,MSI B550M PRO-VDH WIFI,1216,FALSE,65,1,1,3,3
2713,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,1,4,3,1
2714,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,2,2,4,1
2715,Gigabyte B460M DS3H,1216,FALSE,65,1,4,4,1
2716,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,2,5,4,2
2717,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,1,1,1,2
2718,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,2,1,2,3
2719,Asus ROG STRIX Z490-E GAMING,1216,FALSE,65,1,3,1,2
2720,Asus ROG STRIX B550-F GAMING,1216,FALSE,65,2,1,2,1
2721,Asus ROG STRIX Z590-E GAMING WIFI,1216,FALSE,65,2,3,4,3
2722,Asus ROG Strix X570-I Gaming,1216,FALSE,65,1,3,1,3
2723,Asus PRIME B560M-A,1216,FALSE,65,1,2,2,2
2724,Asus ROG ZENITH II EXTREME ALPHA,1216,FALSE,65,1,4,3,3
2725,MSI MPG B550 GAMING PLUS,1216,FALSE,65,1,1,4,1
2726,Gigabyte X570 AORUS ELITE WIFI,1216,FALSE,65,1,1,3,3
2727,ASRock B450 Steel Legend,1216,FALSE,65,2,1,1,1
2728,Asus PRIME Z390-A,1216,FALSE,65,2,3,4,1
2729,Asus PRIME Z490-A,1216,FALSE,65,2,2,3,3
2730,Asus PRIME B460-PLUS,1216,FALSE,65,1,3,4,2
2731,Gigabyte B550M DS3H,1216,FALSE,65,2,4,1,2
2732,Gigabyte B450 AORUS ELITE V2,1216,FALSE,65,2,1,3,3
2733,Gigabyte B550I AORUS PRO AX,1216,FALSE,65,1,1,2,2
2734,Asus ROG STRIX B450-F GAMING II,1216,FALSE,65,2,1,3,2
2735,Asus PRIME X570-PRO,1216,FALSE,65,1,1,2,3
2736,Gigabyte X570 AORUS MASTER,1216,FALSE,65,1,5,4,3
2737,Asus ROG Crosshair VIII Hero (WI-FI),1216,FALSE,65,1,2,4,3
2738,MSI Z390-A PRO,1216,FALSE,65,2,5,2,3
2739,Asus PRIME H410M-E,1216,FALSE,65,2,5,1,1
2740,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,2,2,2,1
2741,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,2,5,4,2
2742,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,1,2,4,3
2743,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,2,5,1,1
2744,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,2,5,2,3
2745,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,1,1,3,1
2746,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,1,1,4,3
2747,ASRock B550M Pro4,1216,FALSE,65,1,3,4,1
2748,MSI B450M PRO-VDH MAX,1216,FALSE,65,1,3,3,1
2749,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,1,4,3,1
2750,Asus PRIME A320M-K,1216,FALSE,65,2,5,1,2
2751,Gigabyte B365M DS3H,1216,FALSE,65,1,3,2,3
2752,Asus PRIME B460M-A,1216,FALSE,65,1,3,2,3
2753,Gigabyte X570 I AORUS PRO WIFI,1216,FALSE,65,2,4,1,2
2754,Gigabyte Z490 VISION G,1216,FALSE,65,2,2,2,1
2755,MSI MPG X570 GAMING EDGE WIFI,1216,FALSE,65,2,1,3,2
2756,Gigabyte B550 AORUS ELITE AX V2,1216,FALSE,65,1,2,3,2
2757,Asus ROG STRIX B550-E GAMING,1216,FALSE,65,2,5,3,3
2758,MSI B460M PRO-VDH WIFI,1216,FALSE,65,2,5,2,1
2759,ASRock B450M-HDV R4.0,1216,FALSE,65,1,4,3,1
2760,Asus TUF GAMING B550-PLUS (WI-FI),1216,FALSE,65,2,3,1,3
2761,MSI B450 Gaming Plus MAX,1216,FALSE,65,2,2,2,1
2762,ASRock B560M Pro4,1216,FALSE,65,1,2,4,3
2763,Asus TUF GAMING B550-PLUS,1216,FALSE,65,1,4,3,3
2764,Asus ROG Crosshair VIII Formula,1216,FALSE,65,2,5,2,1
2765,ASRock B550 Phantom Gaming 4,1216,FALSE,65,1,4,2,1
2766,Asus PRIME Z490-P,1216,FALSE,65,1,1,2,2
2767,MSI MPG X570 GAMING PRO CARBON WIFI,1216,FALSE,65,1,5,4,3
2768,Asus TUF GAMING B550M-PLUS (WI-FI),1216,FALSE,65,1,4,3,2
2769,ASRock B560M-HDV,1216,FALSE,65,2,2,4,3
2770,Asus PRIME B560-PLUS,1216,FALSE,65,2,2,2,3
2771,Gigabyte X570 AORUS ELITE,1216,FALSE,65,1,5,1,3
2772,Gigabyte B550 VISION D-P,1216,FALSE,65,2,5,3,1
2773,MSI A320M-A PRO,1216,FALSE,65,2,2,4,1
2774,MSI MPG X570 GAMING PLUS,1216,FALSE,65,1,5,4,3
2775,Gigabyte Z390 AORUS PRO WIFI,1216,FALSE,65,1,1,2,1
2776,MSI MEG X570 UNIFY,1216,FALSE,65,1,5,3,3
2777,ASRock B450 Pro4,1216,FALSE,65,2,2,1,3
2778,Gigabyte TRX40 AORUS XTREME,1216,FALSE,65,2,4,3,2
2779,Gigabyte B550 AORUS PRO AC,1216,FALSE,65,2,2,2,3
2780,Gigabyte B450 AORUS M,1216,FALSE,65,1,5,1,2
2781,ASRock B450M Steel Legend,1216,FALSE,65,1,5,4,3
2782,Gigabyte B560M DS3H,1216,FALSE,65,2,4,4,3
2783,ASRock A320M-HDV R4.0,1216,FALSE,65,1,2,3,2
2784,Gigabyte X570 AORUS XTREME,1216,FALSE,65,2,2,2,2
2785,MSI B450-A PRO MAX,1216,FALSE,65,1,2,2,1
2786,MSI B450 GAMING PRO CARBON MAX WIFI,1216,FALSE,65,2,1,2,3
2787,ASRock B550M-ITX/ac,1216,FALSE,65,1,2,3,2
2788,Asus ROG STRIX Z590-A GAMING WIFI,1216,FALSE,65,2,3,4,3
2789,Asus ROG STRIX B560-A GAMING WIFI,1216,FALSE,65,1,3,4,2
2790,Asus TUF GAMING B450M-PLUS II,1216,FALSE,65,2,5,3,1
2791,MSI B560M PRO-VDH WIFI,1216,FALSE,65,1,4,2,3
2792,Asus ROG Crosshair VIII Hero,1216,FALSE,65,2,1,4,2
2793,MSI MPG B550 GAMING CARBON WIFI,1216,FALSE,65,1,5,2,1
2794,NZXT N7 B550,1216,FALSE,65,1,5,4,1
2795,Asus ROG Strix X570-F Gaming,1216,FALSE,65,1,2,1,3
2796,MSI Z590-A PRO,1216,FALSE,65,2,4,3,3
2797,MSI B450 TOMAHAWK MAX II,1216,FALSE,65,1,3,2,3
2798,Asus PRIME B550M-A (WI-FI),1216,FALSE,65,2,3,3,2
2799,MSI X470 GAMING PLUS MAX,1216,FALSE,65,1,1,3,3
2800,Asus TUF GAMING X570-PLUS (WI-FI),1216,FALSE,65,2,5,2,2
2801,MSI B450 TOMAHAWK MAX,1216,FALSE,65,2,3,4,1
2802,Asus ROG STRIX B550-F GAMING (WI-FI),1216,FALSE,65,2,3,4,1
2803,MSI MAG B550 TOMAHAWK,1216,FALSE,65,1,4,3,2
2804,ASRock B450M Pro4,1216,FALSE,65,2,1,4,2
2805,MSI Z490-A PRO,1216,FALSE,65,2,1,3,1
2806,Asus ROG STRIX B550-A GAMING,1216,FALSE,65,1,2,4,2
2807,MSI B550-A PRO,1216,FALSE,65,2,2,2,3
2808,Asus ROG Strix X570-E Gaming,1216,FALSE,65,1,2,4,3
2809,Gigabyte B450M DS3H V2,1216,FALSE,65,2,2,4,3
2810,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,2,1,4,3
2811,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,1,1,4,2
2812,MSI B550M PRO-VDH WIFI,1216,FALSE,65,2,4,3,3
2813,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,2,3,1,3
2814,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,2,4,3,1
2815,Gigabyte B460M DS3H,1216,FALSE,65,1,3,4,1
2816,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,2,5,1,2
2817,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,2,3,1,3
2818,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,1,2,4,2
2819,Asus ROG STRIX Z490-E GAMING,1216,FALSE,65,1,3,1,2
2820,Asus ROG STRIX B550-F GAMING,1216,FALSE,65,1,4,2,2
2821,Asus ROG STRIX Z590-E GAMING WIFI,1216,FALSE,65,2,2,3,1
2822,Asus ROG Strix X570-I Gaming,1216,FALSE,65,1,1,3,1
2823,Asus PRIME B560M-A,1216,FALSE,65,1,5,1,3
2824,Asus ROG ZENITH II EXTREME ALPHA,1216,FALSE,65,1,5,3,2
2825,MSI MPG B550 GAMING PLUS,1216,FALSE,65,2,1,3,3
2826,Gigabyte X570 AORUS ELITE WIFI,1216,FALSE,65,1,1,4,3
2827,ASRock B450 Steel Legend,1216,FALSE,65,1,1,3,3
2828,Asus PRIME Z390-A,1216,FALSE,65,2,5,3,2
2829,Asus PRIME Z490-A,1216,FALSE,65,2,1,1,3
2830,Asus PRIME B460-PLUS,1216,FALSE,65,1,2,1,1
2831,Gigabyte B550M DS3H,1216,FALSE,65,1,2,2,2
2832,Gigabyte B450 AORUS ELITE V2,1216,FALSE,65,2,2,1,2
2833,Gigabyte B550I AORUS PRO AX,1216,FALSE,65,2,4,2,2
2834,Asus ROG STRIX B450-F GAMING II,1216,FALSE,65,2,3,1,3
2835,Asus PRIME X570-PRO,1216,FALSE,65,1,3,1,3
2836,Gigabyte X570 AORUS MASTER,1216,FALSE,65,1,4,2,1
2837,Asus ROG Crosshair VIII Hero (WI-FI),1216,FALSE,65,1,5,4,2
2838,MSI Z390-A PRO,1216,FALSE,65,2,3,3,1
2839,Asus PRIME H410M-E,1216,FALSE,65,2,1,3,2
2840,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,2,2,1,2
2841,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,1,4,1,3
2842,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,2,5,1,3
2843,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,2,1,1,3
2844,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,2,2,2,3
2845,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,2,3,3,3
2846,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,2,4,2,2
2847,ASRock B550M Pro4,1216,FALSE,65,1,5,2,3
2848,MSI B450M PRO-VDH MAX,1216,FALSE,65,1,2,3,2
2849,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,1,3,3,1
2850,Asus PRIME A320M-K,1216,FALSE,65,1,2,1,1
2851,Gigabyte B365M DS3H,1216,FALSE,65,2,2,3,1
2852,Asus PRIME B460M-A,1216,FALSE,65,2,3,4,1
2853,Gigabyte X570 I AORUS PRO WIFI,1216,FALSE,65,2,4,3,3
2854,Gigabyte Z490 VISION G,1216,FALSE,65,2,1,3,1
2855,MSI MPG X570 GAMING EDGE WIFI,1216,FALSE,65,1,4,2,3
2856,Gigabyte B550 AORUS ELITE AX V2,1216,FALSE,65,2,4,2,3
2857,Asus ROG STRIX B550-E GAMING,1216,FALSE,65,2,3,3,3
2858,MSI B460M PRO-VDH WIFI,1216,FALSE,65,2,5,3,1
2859,ASRock B450M-HDV R4.0,1216,FALSE,65,1,5,2,1
2860,Asus TUF GAMING B550-PLUS (WI-FI),1216,FALSE,65,2,4,3,2
2861,MSI B450 Gaming Plus MAX,1216,FALSE,65,2,3,2,3
2862,ASRock B560M Pro4,1216,FALSE,65,2,1,4,3
2863,Asus TUF GAMING B550-PLUS,1216,FALSE,65,2,4,4,3
2864,Asus ROG Crosshair VIII Formula,1216,FALSE,65,2,2,1,2
2865,ASRock B550 Phantom Gaming 4,1216,FALSE,65,1,5,1,1
2866,Asus PRIME Z490-P,1216,FALSE,65,2,2,3,3
2867,MSI MPG X570 GAMING PRO CARBON WIFI,1216,FALSE,65,1,3,3,1
2868,Asus TUF GAMING B550M-PLUS (WI-FI),1216,FALSE,65,2,3,4,3
2869,ASRock B560M-HDV,1216,FALSE,65,2,3,2,3
2870,Asus PRIME B560-PLUS,1216,FALSE,65,1,2,3,2
2871,Gigabyte X570 AORUS ELITE,1216,FALSE,65,2,4,3,3
2872,Gigabyte B550 VISION D-P,1216,FALSE,65,2,5,1,1
2873,MSI A320M-A PRO,1216,FALSE,65,1,4,4,3
2874,MSI MPG X570 GAMING PLUS,1216,FALSE,65,1,2,4,2
2875,Gigabyte Z390 AORUS PRO WIFI,1216,FALSE,65,2,2,4,1
2876,MSI MEG X570 UNIFY,1216,FALSE,65,2,3,3,2
2877,ASRock B450 Pro4,1216,FALSE,65,2,1,1,3
2878,Gigabyte TRX40 AORUS XTREME,1216,FALSE,65,1,1,3,3
2879,Gigabyte B550 AORUS PRO AC,1216,FALSE,65,2,1,3,3
2880,Gigabyte B450 AORUS M,1216,FALSE,65,2,2,2,3
2881,ASRock B450M Steel Legend,1216,FALSE,65,1,2,2,2
2882,Gigabyte B560M DS3H,1216,FALSE,65,1,2,2,2
2883,ASRock A320M-HDV R4.0,1216,FALSE,65,1,2,1,1
2884,Gigabyte X570 AORUS XTREME,1216,FALSE,65,2,5,3,1
2885,MSI B450-A PRO MAX,1216,FALSE,65,1,4,4,1
2886,MSI B450 GAMING PRO CARBON MAX WIFI,1216,FALSE,65,2,4,1,2
2887,ASRock B550M-ITX/ac,1216,FALSE,65,2,1,3,1
2888,Asus ROG STRIX Z590-A GAMING WIFI,1216,FALSE,65,2,2,1,2
2889,Asus ROG STRIX B560-A GAMING WIFI,1216,FALSE,65,1,1,2,3
2890,Asus TUF GAMING B450M-PLUS II,1216,FALSE,65,1,2,2,2
2891,MSI B560M PRO-VDH WIFI,1216,FALSE,65,2,1,1,3
2892,Asus ROG Crosshair VIII Hero,1216,FALSE,65,2,4,1,3
2893,MSI MPG B550 GAMING CARBON WIFI,1216,FALSE,65,2,5,2,2
2894,NZXT N7 B550,1216,FALSE,65,1,4,3,1
2895,Asus ROG Strix X570-F Gaming,1216,FALSE,65,2,1,2,3
2896,MSI Z590-A PRO,1216,FALSE,65,2,1,2,1
2897,MSI B450 TOMAHAWK MAX II,1216,FALSE,65,1,2,1,3
2898,Asus PRIME B550M-A (WI-FI),1216,FALSE,65,1,1,4,3
2899,MSI X470 GAMING PLUS MAX,1216,FALSE,65,2,5,3,2
2900,Asus TUF GAMING X570-PLUS (WI-FI),1216,FALSE,65,1,1,3,2
2901,MSI B450 TOMAHAWK MAX,1216,FALSE,65,1,4,1,2
2902,Asus ROG STRIX B550-F GAMING (WI-FI),1216,FALSE,65,1,4,1,2
2903,MSI MAG B550 TOMAHAWK,1216,FALSE,65,1,4,3,3
2904,ASRock B450M Pro4,1216,FALSE,65,2,1,2,1
2905,MSI Z490-A PRO,1216,FALSE,65,1,4,3,2
2906,Asus ROG STRIX B550-A GAMING,1216,FALSE,65,2,1,4,1
2907,MSI B550-A PRO,1216,FALSE,65,2,2,1,2
2908,Asus ROG Strix X570-E Gaming,1216,FALSE,65,1,3,1,1
2909,Gigabyte B450M DS3H V2,1216,FALSE,65,1,5,2,2
2910,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,2,5,4,1
2911,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,2,2,4,3
2912,MSI B550M PRO-VDH WIFI,1216,FALSE,65,2,3,1,2
2913,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,2,1,4,1
2914,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,2,1,3,1
2915,Gigabyte B460M DS3H,1216,FALSE,65,1,2,3,2
2916,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,2,3,1,2
2917,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,2,2,4,2
2918,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,1,5,1,2
2919,Asus ROG STRIX Z490-E GAMING,1216,FALSE,65,1,4,4,2
2920,Asus ROG STRIX B550-F GAMING,1216,FALSE,65,2,2,4,2
2921,Asus ROG STRIX Z590-E GAMING WIFI,1216,FALSE,65,2,3,1,2
2922,Asus ROG Strix X570-I Gaming,1216,FALSE,65,2,4,3,3
2923,Asus PRIME B560M-A,1216,FALSE,65,1,4,3,3
2924,Asus ROG ZENITH II EXTREME ALPHA,1216,FALSE,65,1,4,1,2
2925,MSI MPG B550 GAMING PLUS,1216,FALSE,65,1,1,1,2
2926,Gigabyte X570 AORUS ELITE WIFI,1216,FALSE,65,1,5,3,2
2927,ASRock B450 Steel Legend,1216,FALSE,65,1,3,3,1
2928,Asus PRIME Z390-A,1216,FALSE,65,1,5,2,1
2929,Asus PRIME Z490-A,1216,FALSE,65,1,1,3,1
2930,Asus PRIME B460-PLUS,1216,FALSE,65,2,1,3,2
2931,Gigabyte B550M DS3H,1216,FALSE,65,1,3,2,2
2932,Gigabyte B450 AORUS ELITE V2,1216,FALSE,65,2,1,4,1
2933,Gigabyte B550I AORUS PRO AX,1216,FALSE,65,1,3,2,1
2934,Asus ROG STRIX B450-F GAMING II,1216,FALSE,65,1,3,4,3
2935,Asus PRIME X570-PRO,1216,FALSE,65,2,5,1,1
2936,Gigabyte X570 AORUS MASTER,1216,FALSE,65,1,2,4,1
2937,Asus ROG Crosshair VIII Hero (WI-FI),1216,FALSE,65,2,3,1,3
2938,MSI Z390-A PRO,1216,FALSE,65,1,2,3,2
2939,Asus PRIME H410M-E,1216,FALSE,65,2,1,2,1
2940,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,1,1,4,2
2941,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,1,4,2,3
2942,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,1,2,1,1
2943,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,2,1,2,3
2944,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,1,4,1,3
2945,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,2,3,4,3
2946,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,1,2,1,2
2947,ASRock B550M Pro4,1216,FALSE,65,2,5,4,3
2948,MSI B450M PRO-VDH MAX,1216,FALSE,65,2,4,4,1
2949,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,1,3,2,3
2950,Asus PRIME A320M-K,1216,FALSE,65,2,4,3,2
2951,Gigabyte B365M DS3H,1216,FALSE,65,1,1,2,2
2952,Asus PRIME B460M-A,1216,FALSE,65,1,3,3,2
2953,Gigabyte X570 I AORUS PRO WIFI,1216,FALSE,65,1,5,3,2
2954,Gigabyte Z490 VISION G,1216,FALSE,65,2,4,2,2
2955,MSI MPG X570 GAMING EDGE WIFI,1216,FALSE,65,1,4,1,3
2956,Gigabyte B550 AORUS ELITE AX V2,1216,FALSE,65,2,1,3,1
2957,Asus ROG STRIX B550-E GAMING,1216,FALSE,65,2,1,1,2
2958,MSI B460M PRO-VDH WIFI,1216,FALSE,65,1,2,2,1
2959,ASRock B450M-HDV R4.0,1216,FALSE,65,2,3,4,2
2960,Asus TUF GAMING B550-PLUS (WI-FI),1216,FALSE,65,1,2,4,1
2961,MSI B450 Gaming Plus MAX,1216,FALSE,65,2,5,3,1
2962,ASRock B560M Pro4,1216,FALSE,65,1,1,1,1
2963,Asus TUF GAMING B550-PLUS,1216,FALSE,65,1,4,1,2
2964,Asus ROG Crosshair VIII Formula,1216,FALSE,65,1,5,4,2
2965,ASRock B550 Phantom Gaming 4,1216,FALSE,65,2,4,3,3
2966,Asus PRIME Z490-P,1216,FALSE,65,1,3,4,2
2967,MSI MPG X570 GAMING PRO CARBON WIFI,1216,FALSE,65,2,5,1,1
2968,Asus TUF GAMING B550M-PLUS (WI-FI),1216,FALSE,65,2,3,1,1
2969,ASRock B560M-HDV,1216,FALSE,65,1,3,4,1
2970,Asus PRIME B560-PLUS,1216,FALSE,65,1,3,3,1
2971,Gigabyte X570 AORUS ELITE,1216,FALSE,65,1,4,4,1
2972,Gigabyte B550 VISION D-P,1216,FALSE,65,1,4,1,1
2973,MSI A320M-A PRO,1216,FALSE,65,2,5,3,3
2974,MSI MPG X570 GAMING PLUS,1216,FALSE,65,2,3,3,2
2975,Gigabyte Z390 AORUS PRO WIFI,1216,FALSE,65,2,5,3,2
2976,MSI MEG X570 UNIFY,1216,FALSE,65,1,1,2,3
2977,ASRock B450 Pro4,1216,FALSE,65,2,1,1,3
2978,Gigabyte TRX40 AORUS XTREME,1216,FALSE,65,1,3,2,3
2979,Gigabyte B550 AORUS PRO AC,1216,FALSE,65,1,3,2,3
2980,Gigabyte B450 AORUS M,1216,FALSE,65,2,3,2,3
2981,ASRock B450M Steel Legend,1216,FALSE,65,2,3,1,1
2982,Gigabyte B560M DS3H,1216,FALSE,65,2,1,2,1
2983,ASRock A320M-HDV R4.0,1216,FALSE,65,2,5,4,1
2984,Gigabyte X570 AORUS XTREME,1216,FALSE,65,2,4,1,3
2985,MSI B450-A PRO MAX,1216,FALSE,65,2,4,2,1
2986,MSI B450 GAMING PRO CARBON MAX WIFI,1216,FALSE,65,1,4,4,1
2987,ASRock B550M-ITX/ac,1216,FALSE,65,1,3,4,2
2988,Asus ROG STRIX Z590-A GAMING WIFI,1216,FALSE,65,2,4,2,3
2989,Asus ROG STRIX B560-A GAMING WIFI,1216,FALSE,65,1,1,3,1
2990,Asus TUF GAMING B450M-PLUS II,1216,FALSE,65,2,5,3,2
2991,MSI B560M PRO-VDH WIFI,1216,FALSE,65,2,3,3,3
2992,Asus ROG Crosshair VIII Hero,1216,FALSE,65,2,1,3,2
2993,MSI MPG B550 GAMING CARBON WIFI,1216,FALSE,65,1,2,1,1
2994,NZXT N7 B550,1216,FALSE,65,1,4,4,3
2995,Asus ROG Strix X570-F Gaming,1216,FALSE,65,2,3,2,2
2996,MSI Z590-A PRO,1216,FALSE,65,1,5,4,1
2997,MSI B450 TOMAHAWK MAX II,1216,FALSE,65,1,5,2,3
2998,Asus PRIME B550M-A (WI-FI),1216,FALSE,65,2,5,4,3
2999,MSI X470 GAMING PLUS MAX,1216,FALSE,65,1,2,1,1
3000,Asus TUF GAMING X570-PLUS (WI-FI),1216,FALSE,65,1,3,2,1
3001,MSI B450 TOMAHAWK MAX,1216,FALSE,65,1,3,1,1
3002,Asus ROG STRIX B550-F GAMING (WI-FI),1216,FALSE,65,1,2,4,2
3003,MSI MAG B550 TOMAHAWK,1216,FALSE,65,1,1,1,3
3004,ASRock B450M Pro4,1216,FALSE,65,1,5,2,2
3005,MSI Z490-A PRO,1216,FALSE,65,1,1,4,2
3006,Asus ROG STRIX B550-A GAMING,1216,FALSE,65,1,5,1,1
3007,MSI B550-A PRO,1216,FALSE,65,2,3,4,1
3008,Asus ROG Strix X570-E Gaming,1216,FALSE,65,2,3,4,2
3009,Gigabyte B450M DS3H V2,1216,FALSE,65,1,3,1,1
3010,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,2,3,2,2
3011,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,2,2,3,2
3012,MSI B550M PRO-VDH WIFI,1216,FALSE,65,1,4,1,2
3013,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,1,3,4,1
3014,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,1,5,4,2
3015,Gigabyte B460M DS3H,1216,FALSE,65,2,2,1,3
3016,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,1,2,2,3
3017,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,1,1,1,1
3018,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,2,1,3,3
3019,Asus ROG STRIX Z490-E GAMING,1216,FALSE,65,2,1,2,1
3020,Asus ROG STRIX B550-F GAMING,1216,FALSE,65,1,1,4,3
3021,Asus ROG STRIX Z590-E GAMING WIFI,1216,FALSE,65,2,1,2,2
3022,Asus ROG Strix X570-I Gaming,1216,FALSE,65,1,3,4,3
3023,Asus PRIME B560M-A,1216,FALSE,65,1,3,3,1
3024,Asus ROG ZENITH II EXTREME ALPHA,1216,FALSE,65,1,1,3,1
3025,MSI MPG B550 GAMING PLUS,1216,FALSE,65,1,5,2,3
3026,Gigabyte X570 AORUS ELITE WIFI,1216,FALSE,65,2,2,2,3
3027,ASRock B450 Steel Legend,1216,FALSE,65,2,1,4,2
3028,Asus PRIME Z390-A,1216,FALSE,65,1,1,1,1
3029,Asus PRIME Z490-A,1216,FALSE,65,2,5,3,1
3030,Asus PRIME B460-PLUS,1216,FALSE,65,1,1,3,2
3031,Gigabyte B550M DS3H,1216,FALSE,65,1,4,4,1
3032,Gigabyte B450 AORUS ELITE V2,1216,FALSE,65,1,5,1,1
3033,Gigabyte B550I AORUS PRO AX,1216,FALSE,65,2,3,2,2
3034,Asus ROG STRIX B450-F GAMING II,1216,FALSE,65,1,5,4,2
3035,Asus PRIME X570-PRO,1216,FALSE,65,1,5,3,2
3036,Gigabyte X570 AORUS MASTER,1216,FALSE,65,1,1,3,2
3037,Asus ROG Crosshair VIII Hero (WI-FI),1216,FALSE,65,2,1,4,3
3038,MSI Z390-A PRO,1216,FALSE,65,1,4,4,1
3039,Asus PRIME H410M-E,1216,FALSE,65,2,3,1,3
3040,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,2,1,4,3
3041,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,1,5,1,1
3042,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,1,1,1,3
3043,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,2,4,1,1
3044,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,2,5,3,2
3045,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,2,4,2,1
3046,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,1,1,3,2
3047,ASRock B550M Pro4,1216,FALSE,65,1,5,3,1
3048,MSI B450M PRO-VDH MAX,1216,FALSE,65,2,3,1,3
3049,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,1,1,4,1
3050,Asus PRIME A320M-K,1216,FALSE,65,1,1,4,1
3051,Gigabyte B365M DS3H,1216,FALSE,65,1,2,2,1
3052,Asus PRIME B460M-A,1216,FALSE,65,1,5,2,2
3053,Gigabyte X570 I AORUS PRO WIFI,1216,FALSE,65,1,1,3,1
3054,Gigabyte Z490 VISION G,1216,FALSE,65,1,5,1,2
3055,MSI MPG X570 GAMING EDGE WIFI,1216,FALSE,65,2,4,2,2
3056,Gigabyte B550 AORUS ELITE AX V2,1216,FALSE,65,2,1,1,1
3057,Asus ROG STRIX B550-E GAMING,1216,FALSE,65,2,3,1,2
3058,MSI B460M PRO-VDH WIFI,1216,FALSE,65,1,2,2,3
3059,ASRock B450M-HDV R4.0,1216,FALSE,65,2,3,2,3
3060,Asus TUF GAMING B550-PLUS (WI-FI),1216,FALSE,65,1,2,4,2
3061,MSI B450 Gaming Plus MAX,1216,FALSE,65,1,1,3,2
3062,ASRock B560M Pro4,1216,FALSE,65,1,4,2,1
3063,Asus TUF GAMING B550-PLUS,1216,FALSE,65,2,2,3,1
3064,Asus ROG Crosshair VIII Formula,1216,FALSE,65,2,2,2,2
3065,ASRock B550 Phantom Gaming 4,1216,FALSE,65,1,2,2,2
3066,Asus PRIME Z490-P,1216,FALSE,65,2,2,3,2
