,name,ModelNumber,ecc_Compatability,wattage
1339,Asus PRIME H410M-E,1216.0,False,65.0
1340,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216.0,False,65.0
1341,MSI B450M BAZOOKA MAX WIFI,1216.0,False,65.0
1342,Asus ROG MAXIMUS XIII HERO,1216.0,False,65.0
1343,Asus TUF Gaming Z590-PLUS WIFI,1216.0,False,65.0
1344,Asus TUF GAMING B560M-PLUS WIFI,1216.0,False,65.0
1345,Asus TUF GAMING X570-PRO (WI-FI),1216.0,False,65.0
1346,Asus ROG STRIX B550-I GAMING,1216.0,False,65.0
1347,ASRock B550M Pro4,1216.0,False,65.0
1348,MSI B450M PRO-VDH MAX,1216.0,False,65.0
1349,MSI MAG B550M MORTAR WIFI,1216.0,False,65.0
1350,Asus PRIME A320M-K,1216.0,False,65.0
1351,Gigabyte B365M DS3H,1216.0,False,65.0
1352,Asus PRIME B460M-A,1216.0,False,65.0
1353,Gigabyte X570 I AORUS PRO WIFI,1216.0,False,65.0
1354,Gigabyte Z490 VISION G,1216.0,False,65.0
1355,MSI MPG X570 GAMING EDGE WIFI,1216.0,False,65.0
1356,Gigabyte B550 AORUS ELITE AX V2,1216.0,False,65.0
1357,Asus ROG STRIX B550-E GAMING,1216.0,False,65.0
1358,MSI B460M PRO-VDH WIFI,1216.0,False,65.0
1359,ASRock B450M-HDV R4.0,1216.0,False,65.0
1360,Asus TUF GAMING B550-PLUS (WI-FI),1216.0,False,65.0
1361,MSI B450 Gaming Plus MAX,1216.0,False,65.0
1362,ASRock B560M Pro4,1216.0,False,65.0
1363,Asus TUF GAMING B550-PLUS,1216.0,False,65.0
1364,Asus ROG Crosshair VIII Formula,1216.0,False,65.0
1365,ASRock B550 Phantom Gaming 4,1216.0,False,65.0
1366,Asus PRIME Z490-P,1216.0,False,65.0
1367,MSI MPG X570 GAMING PRO CARBON WIFI,1216.0,False,65.0
1368,Asus TUF GAMING B550M-PLUS (WI-FI),1216.0,False,65.0
1369,ASRock B560M-HDV,1216.0,False,65.0
1370,Asus PRIME B560-PLUS,1216.0,False,65.0
1371,Gigabyte X570 AORUS ELITE,1216.0,False,65.0
1372,Gigabyte B550 VISION D-P,1216.0,False,65.0
1373,MSI A320M-A PRO,1216.0,False,65.0
1374,MSI MPG X570 GAMING PLUS,1216.0,False,65.0
1375,Gigabyte Z390 AORUS PRO WIFI,1216.0,False,65.0
1376,MSI MEG X570 UNIFY,1216.0,False,65.0
1377,ASRock B450 Pro4,1216.0,False,65.0
1378,Gigabyte TRX40 AORUS XTREME,1216.0,False,65.0
1379,Gigabyte B550 AORUS PRO AC,1216.0,False,65.0
1380,Gigabyte B450 AORUS M,1216.0,False,65.0
1381,ASRock B450M Steel Legend,1216.0,False,65.0
1382,Gigabyte B560M DS3H,1216.0,False,65.0
1383,ASRock A320M-HDV R4.0,1216.0,False,65.0
1384,Gigabyte X570 AORUS XTREME,1216.0,False,65.0
1385,MSI B450-A PRO MAX,1216.0,False,65.0
1386,MSI B450 GAMING PRO CARBON MAX WIFI,1216.0,False,65.0
1387,ASRock B550M-ITX/ac,1216.0,False,65.0
1388,Asus ROG STRIX Z590-A GAMING WIFI,1216.0,False,65.0
1389,Asus ROG STRIX B560-A GAMING WIFI,1216.0,False,65.0
1390,Asus TUF GAMING B450M-PLUS II,1216.0,False,65.0
1391,MSI B560M PRO-VDH WIFI,1216.0,False,65.0
1392,Asus ROG Crosshair VIII Hero,1216.0,False,65.0
1393,MSI MPG B550 GAMING CARBON WIFI,1216.0,False,65.0
1394,NZXT N7 B550,1216.0,False,65.0
1395,Asus ROG Strix X570-F Gaming,1216.0,False,65.0
1396,MSI Z590-A PRO,1216.0,False,65.0
1397,MSI B450 TOMAHAWK MAX II,1216.0,False,65.0
1398,Asus PRIME B550M-A (WI-FI),1216.0,False,65.0
1399,MSI X470 GAMING PLUS MAX,1216.0,False,65.0
1400,Asus TUF GAMING X570-PLUS (WI-FI),1216.0,False,65.0
1401,MSI B450 TOMAHAWK MAX,1216.0,False,65.0
1402,Asus ROG STRIX B550-F GAMING (WI-FI),1216.0,False,65.0
1403,MSI MAG B550 TOMAHAWK,1216.0,False,65.0
1404,ASRock B450M Pro4,1216.0,False,65.0
1405,MSI Z490-A PRO,1216.0,False,65.0
1406,Asus ROG STRIX B550-A GAMING,1216.0,False,65.0
1407,MSI B550-A PRO,1216.0,False,65.0
1408,Asus ROG Strix X570-E Gaming,1216.0,False,65.0
1409,Gigabyte B450M DS3H V2,1216.0,False,65.0
1410,MSI MPG Z490 GAMING PLUS,1216.0,False,65.0
1411,Asus ROG STRIX B450-F GAMING,1216.0,False,65.0
1412,MSI B550M PRO-VDH WIFI,1216.0,False,65.0
1413,MSI MAG X570 TOMAHAWK WIFI,1216.0,False,65.0
1414,Asus ROG Crosshair VIII Dark Hero,1216.0,False,65.0
1415,Gigabyte B460M DS3H,1216.0,False,65.0
1416,MSI MPG Z490 GAMING EDGE WIFI,1216.0,False,65.0
1417,Gigabyte B450 I AORUS PRO WIFI,1216.0,False,65.0
1418,MSI MPG B550 GAMING EDGE WIFI,1216.0,False,65.0
1419,Asus ROG STRIX Z490-E GAMING,1216.0,False,65.0
1420,Asus ROG STRIX B550-F GAMING,1216.0,False,65.0
1421,Asus ROG STRIX Z590-E GAMING WIFI,1216.0,False,65.0
1422,Asus ROG Strix X570-I Gaming,1216.0,False,65.0
1423,Asus PRIME B560M-A,1216.0,False,65.0
1424,Asus ROG ZENITH II EXTREME ALPHA,1216.0,False,65.0
1425,MSI MPG B550 GAMING PLUS,1216.0,False,65.0
1426,Gigabyte X570 AORUS ELITE WIFI,1216.0,False,65.0
1427,ASRock B450 Steel Legend,1216.0,False,65.0
1428,Asus PRIME Z390-A,1216.0,False,65.0
1429,Asus PRIME Z490-A,1216.0,False,65.0
1430,Asus PRIME B460-PLUS,1216.0,False,65.0
1431,Gigabyte B550M DS3H,1216.0,False,65.0
1432,Gigabyte B450 AORUS ELITE V2,1216.0,False,65.0
1433,Gigabyte B550I AORUS PRO AX,1216.0,False,65.0
1434,Asus ROG STRIX B450-F GAMING II,1216.0,False,65.0
1435,Asus PRIME X570-PRO,1216.0,False,65.0
1436,Gigabyte X570 AORUS MASTER,1216.0,False,65.0
1437,Asus ROG Crosshair VIII Hero (WI-FI),1216.0,False,65.0
1438,MSI Z390-A PRO,1216.0,False,65.0
1439,Asus PRIME H410M-E,1216.0,False,65.0
1440,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216.0,False,65.0
1441,MSI B450M BAZOOKA MAX WIFI,1216.0,False,65.0
1442,Asus ROG MAXIMUS XIII HERO,1216.0,False,65.0
1443,Asus TUF Gaming Z590-PLUS WIFI,1216.0,False,65.0
1444,Asus TUF GAMING B560M-PLUS WIFI,1216.0,False,65.0
1445,Asus TUF GAMING X570-PRO (WI-FI),1216.0,False,65.0
1446,Asus ROG STRIX B550-I GAMING,1216.0,False,65.0
1447,ASRock B550M Pro4,1216.0,False,65.0
1448,MSI B450M PRO-VDH MAX,1216.0,False,65.0
1449,MSI MAG B550M MORTAR WIFI,1216.0,False,65.0
1450,Asus PRIME A320M-K,1216.0,False,65.0
1451,Gigabyte B365M DS3H,1216.0,False,65.0
1452,Asus PRIME B460M-A,1216.0,False,65.0
1453,Gigabyte X570 I AORUS PRO WIFI,1216.0,False,65.0
1454,Gigabyte Z490 VISION G,1216.0,False,65.0
1455,MSI MPG X570 GAMING EDGE WIFI,1216.0,False,65.0
1456,Gigabyte B550 AORUS ELITE AX V2,1216.0,False,65.0
1457,Asus ROG STRIX B550-E GAMING,1216.0,False,65.0
1458,MSI B460M PRO-VDH WIFI,1216.0,False,65.0
1459,ASRock B450M-HDV R4.0,1216.0,False,65.0
1460,Asus TUF GAMING B550-PLUS (WI-FI),1216.0,False,65.0
1461,MSI B450 Gaming Plus MAX,1216.0,False,65.0
1462,ASRock B560M Pro4,1216.0,False,65.0
1463,Asus TUF GAMING B550-PLUS,1216.0,False,65.0
1464,Asus ROG Crosshair VIII Formula,1216.0,False,65.0
1465,ASRock B550 Phantom Gaming 4,1216.0,False,65.0
1466,Asus PRIME Z490-P,1216.0,False,65.0
1467,MSI MPG X570 GAMING PRO CARBON WIFI,1216.0,False,65.0
1468,Asus TUF GAMING B550M-PLUS (WI-FI),1216.0,False,65.0
1469,ASRock B560M-HDV,1216.0,False,65.0
1470,Asus PRIME B560-PLUS,1216.0,False,65.0
1471,Gigabyte X570 AORUS ELITE,1216.0,False,65.0
1472,Gigabyte B550 VISION D-P,1216.0,False,65.0
1473,MSI A320M-A PRO,1216.0,False,65.0
1474,MSI MPG X570 GAMING PLUS,1216.0,False,65.0
1475,Gigabyte Z390 AORUS PRO WIFI,1216.0,False,65.0
1476,MSI MEG X570 UNIFY,1216.0,False,65.0
1477,ASRock B450 Pro4,1216.0,False,65.0
1478,Gigabyte TRX40 AORUS XTREME,1216.0,False,65.0
1479,Gigabyte B550 AORUS PRO AC,1216.0,False,65.0
1480,Gigabyte B450 AORUS M,1216.0,False,65.0
1481,ASRock B450M Steel Legend,1216.0,False,65.0
1482,Gigabyte B560M DS3H,1216.0,False,65.0
1483,ASRock A320M-HDV R4.0,1216.0,False,65.0
1484,Gigabyte X570 AORUS XTREME,1216.0,False,65.0
1485,MSI B450-A PRO MAX,1216.0,False,65.0
1486,MSI B450 GAMING PRO CARBON MAX WIFI,1216.0,False,65.0
1487,ASRock B550M-ITX/ac,1216.0,False,65.0
1488,Asus ROG STRIX Z590-A GAMING WIFI,1216.0,False,65.0
1489,Asus ROG STRIX B560-A GAMING WIFI,1216.0,False,65.0
1490,Asus TUF GAMING B450M-PLUS II,1216.0,False,65.0
1491,MSI B560M PRO-VDH WIFI,1216.0,False,65.0
1492,Asus ROG Crosshair VIII Hero,1216.0,False,65.0
1493,MSI MPG B550 GAMING CARBON WIFI,1216.0,False,65.0
1494,NZXT N7 B550,1216.0,False,65.0
1495,Asus ROG Strix X570-F Gaming,1216.0,False,65.0
1496,MSI Z590-A PRO,1216.0,False,65.0
1497,MSI B450 TOMAHAWK MAX II,1216.0,False,65.0
1498,Asus PRIME B550M-A (WI-FI),1216.0,False,65.0
1499,MSI X470 GAMING PLUS MAX,1216.0,False,65.0
1500,Asus TUF GAMING X570-PLUS (WI-FI),1216.0,False,65.0
1501,MSI B450 TOMAHAWK MAX,1216.0,False,65.0
1502,Asus ROG STRIX B550-F GAMING (WI-FI),1216.0,False,65.0
1503,MSI MAG B550 TOMAHAWK,1216.0,False,65.0
1504,ASRock B450M Pro4,1216.0,False,65.0
1505,MSI Z490-A PRO,1216.0,False,65.0
1506,Asus ROG STRIX B550-A GAMING,1216.0,False,65.0
1507,MSI B550-A PRO,1216.0,False,65.0
1508,Asus ROG Strix X570-E Gaming,1216.0,False,65.0
1509,Gigabyte B450M DS3H V2,1216.0,False,65.0
1510,MSI MPG Z490 GAMING PLUS,1216.0,False,65.0
1511,Asus ROG STRIX B450-F GAMING,1216.0,False,65.0
1512,MSI B550M PRO-VDH WIFI,1216.0,False,65.0
1513,MSI MAG X570 TOMAHAWK WIFI,1216.0,False,65.0
1514,Asus ROG Crosshair VIII Dark Hero,1216.0,False,65.0
1515,Gigabyte B460M DS3H,1216.0,False,65.0
1516,MSI MPG Z490 GAMING EDGE WIFI,1216.0,False,65.0
1517,Gigabyte B450 I AORUS PRO WIFI,1216.0,False,65.0
1518,MSI MPG B550 GAMING EDGE WIFI,1216.0,False,65.0
1519,Asus ROG STRIX Z490-E GAMING,1216.0,False,65.0
1520,Asus ROG STRIX B550-F GAMING,1216.0,False,65.0
1521,Asus ROG STRIX Z590-E GAMING WIFI,1216.0,False,65.0
1522,Asus ROG Strix X570-I Gaming,1216.0,False,65.0
1523,Asus PRIME B560M-A,1216.0,False,65.0
1524,Asus ROG ZENITH II EXTREME ALPHA,1216.0,False,65.0
1525,MSI MPG B550 GAMING PLUS,1216.0,False,65.0
1526,Gigabyte X570 AORUS ELITE WIFI,1216.0,False,65.0
1527,ASRock B450 Steel Legend,1216.0,False,65.0
1528,Asus PRIME Z390-A,1216.0,False,65.0
1529,Asus PRIME Z490-A,1216.0,False,65.0
1530,Asus PRIME B460-PLUS,1216.0,False,65.0
1531,Gigabyte B550M DS3H,1216.0,False,65.0
1532,Gigabyte B450 AORUS ELITE V2,1216.0,False,65.0
1533,Gigabyte B550I AORUS PRO AX,1216.0,False,65.0
1534,Asus ROG STRIX B450-F GAMING II,1216.0,False,65.0
1535,Asus PRIME X570-PRO,1216.0,False,65.0
1536,Gigabyte X570 AORUS MASTER,1216.0,False,65.0
1537,Asus ROG Crosshair VIII Hero (WI-FI),1216.0,False,65.0
1538,MSI Z390-A PRO,1216.0,False,65.0
1539,Asus PRIME H410M-E,1216.0,False,65.0
1540,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216.0,False,65.0
1541,MSI B450M BAZOOKA MAX WIFI,1216.0,False,65.0
1542,Asus ROG MAXIMUS XIII HERO,1216.0,False,65.0
1543,Asus TUF Gaming Z590-PLUS WIFI,1216.0,False,65.0
1544,Asus TUF GAMING B560M-PLUS WIFI,1216.0,False,65.0
1545,Asus TUF GAMING X570-PRO (WI-FI),1216.0,False,65.0
1546,Asus ROG STRIX B550-I GAMING,1216.0,False,65.0
1547,ASRock B550M Pro4,1216.0,False,65.0
1548,MSI B450M PRO-VDH MAX,1216.0,False,65.0
1549,MSI MAG B550M MORTAR WIFI,1216.0,False,65.0
1550,Asus PRIME A320M-K,1216.0,False,65.0
1551,Gigabyte B365M DS3H,1216.0,False,65.0
1552,Asus PRIME B460M-A,1216.0,False,65.0
1553,Gigabyte X570 I AORUS PRO WIFI,1216.0,False,65.0
1554,Gigabyte Z490 VISION G,1216.0,False,65.0
1555,MSI MPG X570 GAMING EDGE WIFI,1216.0,False,65.0
1556,Gigabyte B550 AORUS ELITE AX V2,1216.0,False,65.0
1557,Asus ROG STRIX B550-E GAMING,1216.0,False,65.0
1558,MSI B460M PRO-VDH WIFI,1216.0,False,65.0
1559,ASRock B450M-HDV R4.0,1216.0,False,65.0
1560,Asus TUF GAMING B550-PLUS (WI-FI),1216.0,False,65.0
1561,MSI B450 Gaming Plus MAX,1216.0,False,65.0
1562,ASRock B560M Pro4,1216.0,False,65.0
1563,Asus TUF GAMING B550-PLUS,1216.0,False,65.0
1564,Asus ROG Crosshair VIII Formula,1216.0,False,65.0
1565,ASRock B550 Phantom Gaming 4,1216.0,False,65.0
1566,Asus PRIME Z490-P,1216.0,False,65.0
1567,MSI MPG X570 GAMING PRO CARBON WIFI,1216.0,False,65.0
1568,Asus TUF GAMING B550M-PLUS (WI-FI),1216.0,False,65.0
1569,ASRock B560M-HDV,1216.0,False,65.0
1570,Asus PRIME B560-PLUS,1216.0,False,65.0
1571,Gigabyte X570 AORUS ELITE,1216.0,False,65.0
1572,Gigabyte B550 VISION D-P,1216.0,False,65.0
1573,MSI A320M-A PRO,1216.0,False,65.0
1574,MSI MPG X570 GAMING PLUS,1216.0,False,65.0
1575,Gigabyte Z390 AORUS PRO WIFI,1216.0,False,65.0
1576,MSI MEG X570 UNIFY,1216.0,False,65.0
1577,ASRock B450 Pro4,1216.0,False,65.0
1578,Gigabyte TRX40 AORUS XTREME,1216.0,False,65.0
1579,Gigabyte B550 AORUS PRO AC,1216.0,False,65.0
1580,Gigabyte B450 AORUS M,1216.0,False,65.0
1581,ASRock B450M Steel Legend,1216.0,False,65.0
1582,Gigabyte B560M DS3H,1216.0,False,65.0
1583,ASRock A320M-HDV R4.0,1216.0,False,65.0
1584,Gigabyte X570 AORUS XTREME,1216.0,False,65.0
1585,MSI B450-A PRO MAX,1216.0,False,65.0
1586,MSI B450 GAMING PRO CARBON MAX WIFI,1216.0,False,65.0
1587,ASRock B550M-ITX/ac,1216.0,False,65.0
1588,Asus ROG STRIX Z590-A GAMING WIFI,1216.0,False,65.0
1589,Asus ROG STRIX B560-A GAMING WIFI,1216.0,False,65.0
1590,Asus TUF GAMING B450M-PLUS II,1216.0,False,65.0
1591,MSI B560M PRO-VDH WIFI,1216.0,False,65.0
1592,Asus ROG Crosshair VIII Hero,1216.0,False,65.0
1593,MSI MPG B550 GAMING CARBON WIFI,1216.0,False,65.0
1594,NZXT N7 B550,1216.0,False,65.0
1595,Asus ROG Strix X570-F Gaming,1216.0,False,65.0
1596,MSI Z590-A PRO,1216.0,False,65.0
1597,MSI B450 TOMAHAWK MAX II,1216.0,False,65.0
1598,Asus PRIME B550M-A (WI-FI),1216.0,False,65.0
1599,MSI X470 GAMING PLUS MAX,1216.0,False,65.0
1600,Asus TUF GAMING X570-PLUS (WI-FI),1216.0,False,65.0
1601,MSI B450 TOMAHAWK MAX,1216.0,False,65.0
1602,Asus ROG STRIX B550-F GAMING (WI-FI),1216.0,False,65.0
1603,MSI MAG B550 TOMAHAWK,1216.0,False,65.0
1604,ASRock B450M Pro4,1216.0,False,65.0
1605,MSI Z490-A PRO,1216.0,False,65.0
1606,Asus ROG STRIX B550-A GAMING,1216.0,False,65.0
1607,MSI B550-A PRO,1216.0,False,65.0
1608,Asus ROG Strix X570-E Gaming,1216.0,False,65.0
1609,Gigabyte B450M DS3H V2,1216.0,False,65.0
1610,MSI MPG Z490 GAMING PLUS,1216.0,False,65.0
1611,Asus ROG STRIX B450-F GAMING,1216.0,False,65.0
1612,MSI B550M PRO-VDH WIFI,1216.0,False,65.0
1613,MSI MAG X570 TOMAHAWK WIFI,1216.0,False,65.0
1614,Asus ROG Crosshair VIII Dark Hero,1216.0,False,65.0
1615,Gigabyte B460M DS3H,1216.0,False,65.0
1616,MSI MPG Z490 GAMING EDGE WIFI,1216.0,False,65.0
1617,Gigabyte B450 I AORUS PRO WIFI,1216.0,False,65.0
1618,MSI MPG B550 GAMING EDGE WIFI,1216.0,False,65.0
1619,Asus ROG STRIX Z490-E GAMING,1216.0,False,65.0
1620,Asus ROG STRIX B550-F GAMING,1216.0,False,65.0
1621,Asus ROG STRIX Z590-E GAMING WIFI,1216.0,False,65.0
1622,Asus ROG Strix X570-I Gaming,1216.0,False,65.0
1623,Asus PRIME B560M-A,1216.0,False,65.0
1624,Asus ROG ZENITH II EXTREME ALPHA,1216.0,False,65.0
1625,MSI MPG B550 GAMING PLUS,1216.0,False,65.0
1626,Gigabyte X570 AORUS ELITE WIFI,1216.0,False,65.0
1627,ASRock B450 Steel Legend,1216.0,False,65.0
1628,Asus PRIME Z390-A,1216.0,False,65.0
1629,Asus PRIME Z490-A,1216.0,False,65.0
1630,Asus PRIME B460-PLUS,1216.0,False,65.0
1631,Gigabyte B550M DS3H,1216.0,False,65.0
1632,Gigabyte B450 AORUS ELITE V2,1216.0,False,65.0
1633,Gigabyte B550I AORUS PRO AX,1216.0,False,65.0
1634,Asus ROG STRIX B450-F GAMING II,1216.0,False,65.0
1635,Asus PRIME X570-PRO,1216.0,False,65.0
1636,Gigabyte X570 AORUS MASTER,1216.0,False,65.0
1637,Asus ROG Crosshair VIII Hero (WI-FI),1216.0,False,65.0
1638,MSI Z390-A PRO,1216.0,False,65.0
1639,Asus PRIME H410M-E,1216.0,False,65.0
1640,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216.0,False,65.0
1641,MSI B450M BAZOOKA MAX WIFI,1216.0,False,65.0
1642,Asus ROG MAXIMUS XIII HERO,1216.0,False,65.0
1643,Asus TUF Gaming Z590-PLUS WIFI,1216.0,False,65.0
1644,Asus TUF GAMING B560M-PLUS WIFI,1216.0,False,65.0
1645,Asus TUF GAMING X570-PRO (WI-FI),1216.0,False,65.0
1646,Asus ROG STRIX B550-I GAMING,1216.0,False,65.0
1647,ASRock B550M Pro4,1216.0,False,65.0
1648,MSI B450M PRO-VDH MAX,1216.0,False,65.0
1649,MSI MAG B550M MORTAR WIFI,1216.0,False,65.0
1650,Asus PRIME A320M-K,1216.0,False,65.0
1651,Gigabyte B365M DS3H,1216.0,False,65.0
1652,Asus PRIME B460M-A,1216.0,False,65.0
1653,Gigabyte X570 I AORUS PRO WIFI,1216.0,False,65.0
1654,Gigabyte Z490 VISION G,1216.0,False,65.0
1655,MSI MPG X570 GAMING EDGE WIFI,1216.0,False,65.0
1656,Gigabyte B550 AORUS ELITE AX V2,1216.0,False,65.0
1657,Asus ROG STRIX B550-E GAMING,1216.0,False,65.0
1658,MSI B460M PRO-VDH WIFI,1216.0,False,65.0
1659,ASRock B450M-HDV R4.0,1216.0,False,65.0
1660,Asus TUF GAMING B550-PLUS (WI-FI),1216.0,False,65.0
1661,MSI B450 Gaming Plus MAX,1216.0,False,65.0
1662,ASRock B560M Pro4,1216.0,False,65.0
1663,Asus TUF GAMING B550-PLUS,1216.0,False,65.0
1664,Asus ROG Crosshair VIII Formula,1216.0,False,65.0
1665,ASRock B550 Phantom Gaming 4,1216.0,False,65.0
1666,Asus PRIME Z490-P,1216.0,False,65.0
1667,MSI MPG X570 GAMING PRO CARBON WIFI,1216.0,False,65.0
1668,Asus TUF GAMING B550M-PLUS (WI-FI),1216.0,False,65.0
1669,ASRock B560M-HDV,1216.0,False,65.0
1670,Asus PRIME B560-PLUS,1216.0,False,65.0
1671,Gigabyte X570 AORUS ELITE,1216.0,False,65.0
1672,Gigabyte B550 VISION D-P,1216.0,False,65.0
1673,MSI A320M-A PRO,1216.0,False,65.0
1674,MSI MPG X570 GAMING PLUS,1216.0,False,65.0
1675,Gigabyte Z390 AORUS PRO WIFI,1216.0,False,65.0
1676,MSI MEG X570 UNIFY,1216.0,False,65.0
1677,ASRock B450 Pro4,1216.0,False,65.0
1678,Gigabyte TRX40 AORUS XTREME,1216.0,False,65.0
1679,Gigabyte B550 AORUS PRO AC,1216.0,False,65.0
1680,Gigabyte B450 AORUS M,1216.0,False,65.0
1681,ASRock B450M Steel Legend,1216.0,False,65.0
1682,Gigabyte B560M DS3H,1216.0,False,65.0
1683,ASRock A320M-HDV R4.0,1216.0,False,65.0
1684,Gigabyte X570 AORUS XTREME,1216.0,False,65.0
1685,MSI B450-A PRO MAX,1216.0,False,65.0
1686,MSI B450 GAMING PRO CARBON MAX WIFI,1216.0,False,65.0
1687,ASRock B550M-ITX/ac,1216.0,False,65.0
1688,Asus ROG STRIX Z590-A GAMING WIFI,1216.0,False,65.0
1689,Asus ROG STRIX B560-A GAMING WIFI,1216.0,False,65.0
1690,Asus TUF GAMING B450M-PLUS II,1216.0,False,65.0
1691,MSI B560M PRO-VDH WIFI,1216.0,False,65.0
1692,Asus ROG Crosshair VIII Hero,1216.0,False,65.0
1693,MSI MPG B550 GAMING CARBON WIFI,1216.0,False,65.0
1694,NZXT N7 B550,1216.0,False,65.0
1695,Asus ROG Strix X570-F Gaming,1216.0,False,65.0
1696,MSI Z590-A PRO,1216.0,False,65.0
1697,MSI B450 TOMAHAWK MAX II,1216.0,False,65.0
1698,Asus PRIME B550M-A (WI-FI),1216.0,False,65.0
1699,MSI X470 GAMING PLUS MAX,1216.0,False,65.0
1700,Asus TUF GAMING X570-PLUS (WI-FI),1216.0,False,65.0
1701,MSI B450 TOMAHAWK MAX,1216.0,False,65.0
1702,Asus ROG STRIX B550-F GAMING (WI-FI),1216.0,False,65.0
1703,MSI MAG B550 TOMAHAWK,1216.0,False,65.0
1704,ASRock B450M Pro4,1216.0,False,65.0
1705,MSI Z490-A PRO,1216.0,False,65.0
1706,Asus ROG STRIX B550-A GAMING,1216.0,False,65.0
1707,MSI B550-A PRO,1216.0,False,65.0
1708,Asus ROG Strix X570-E Gaming,1216.0,False,65.0
1709,Gigabyte B450M DS3H V2,1216.0,False,65.0
1710,MSI MPG Z490 GAMING PLUS,1216.0,False,65.0
1711,Asus ROG STRIX B450-F GAMING,1216.0,False,65.0
1712,MSI B550M PRO-VDH WIFI,1216.0,False,65.0
1713,MSI MAG X570 TOMAHAWK WIFI,1216.0,False,65.0
1714,Asus ROG Crosshair VIII Dark Hero,1216.0,False,65.0
1715,Gigabyte B460M DS3H,1216.0,False,65.0
1716,MSI MPG Z490 GAMING EDGE WIFI,1216.0,False,65.0
1717,Gigabyte B450 I AORUS PRO WIFI,1216.0,False,65.0
1718,MSI MPG B550 GAMING EDGE WIFI,1216.0,False,65.0
1719,Asus ROG STRIX Z490-E GAMING,1216.0,False,65.0
1720,Asus ROG STRIX B550-F GAMING,1216.0,False,65.0
1721,Asus ROG STRIX Z590-E GAMING WIFI,1216.0,False,65.0
1722,Asus ROG Strix X570-I Gaming,1216.0,False,65.0
1723,Asus PRIME B560M-A,1216.0,False,65.0
1724,Asus ROG ZENITH II EXTREME ALPHA,1216.0,False,65.0
1725,MSI MPG B550 GAMING PLUS,1216.0,False,65.0
1726,Gigabyte X570 AORUS ELITE WIFI,1216.0,False,65.0
1727,ASRock B450 Steel Legend,1216.0,False,65.0
1728,Asus PRIME Z390-A,1216.0,False,65.0
1729,Asus PRIME Z490-A,1216.0,False,65.0
1730,Asus PRIME B460-PLUS,1216.0,False,65.0
1731,Gigabyte B550M DS3H,1216.0,False,65.0
1732,Gigabyte B450 AORUS ELITE V2,1216.0,False,65.0
1733,Gigabyte B550I AORUS PRO AX,1216.0,False,65.0
1734,Asus ROG STRIX B450-F GAMING II,1216.0,False,65.0
1735,Asus PRIME X570-PRO,1216.0,False,65.0
1736,Gigabyte X570 AORUS MASTER,1216.0,False,65.0
1737,Asus ROG Crosshair VIII Hero (WI-FI),1216.0,False,65.0
1738,MSI Z390-A PRO,1216.0,False,65.0
1739,Asus PRIME H410M-E,1216.0,False,65.0
1740,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216.0,False,65.0
1741,MSI B450M BAZOOKA MAX WIFI,1216.0,False,65.0
1742,Asus ROG MAXIMUS XIII HERO,1216.0,False,65.0
1743,Asus TUF Gaming Z590-PLUS WIFI,1216.0,False,65.0
1744,Asus TUF GAMING B560M-PLUS WIFI,1216.0,False,65.0
1745,Asus TUF GAMING X570-PRO (WI-FI),1216.0,False,65.0
1746,Asus ROG STRIX B550-I GAMING,1216.0,False,65.0
1747,ASRock B550M Pro4,1216.0,False,65.0
1748,MSI B450M PRO-VDH MAX,1216.0,False,65.0
1749,MSI MAG B550M MORTAR WIFI,1216.0,False,65.0
1750,Asus PRIME A320M-K,1216.0,False,65.0
1751,Gigabyte B365M DS3H,1216.0,False,65.0
1752,Asus PRIME B460M-A,1216.0,False,65.0
1753,Gigabyte X570 I AORUS PRO WIFI,1216.0,False,65.0
1754,Gigabyte Z490 VISION G,1216.0,False,65.0
1755,MSI MPG X570 GAMING EDGE WIFI,1216.0,False,65.0
1756,Gigabyte B550 AORUS ELITE AX V2,1216.0,False,65.0
1757,Asus ROG STRIX B550-E GAMING,1216.0,False,65.0
1758,MSI B460M PRO-VDH WIFI,1216.0,False,65.0
1759,ASRock B450M-HDV R4.0,1216.0,False,65.0
1760,Asus TUF GAMING B550-PLUS (WI-FI),1216.0,False,65.0
1761,MSI B450 Gaming Plus MAX,1216.0,False,65.0
1762,ASRock B560M Pro4,1216.0,False,65.0
1763,Asus TUF GAMING B550-PLUS,1216.0,False,65.0
1764,Asus ROG Crosshair VIII Formula,1216.0,False,65.0
1765,ASRock B550 Phantom Gaming 4,1216.0,False,65.0
1766,Asus PRIME Z490-P,1216.0,False,65.0
1767,MSI MPG X570 GAMING PRO CARBON WIFI,1216.0,False,65.0
1768,Asus TUF GAMING B550M-PLUS (WI-FI),1216.0,False,65.0
1769,ASRock B560M-HDV,1216.0,False,65.0
1770,Asus PRIME B560-PLUS,1216.0,False,65.0
1771,Gigabyte X570 AORUS ELITE,1216.0,False,65.0
1772,Gigabyte B550 VISION D-P,1216.0,False,65.0
1773,MSI A320M-A PRO,1216.0,False,65.0
1774,MSI MPG X570 GAMING PLUS,1216.0,False,65.0
